VIN (1-10),Model Year,Base MSRP,vehicle_id
7SAYGDEE6P,2023,0.0,367
1C4JJXN69P,2023,0.0,368
7SAYGDEEXR,2024,0.0,126
7SAYGDEEXR,2024,0.0,647
KNDC3DLC3R,2024,0.0,369
1C4JJXP60P,2023,0.0,163
1C4RJXP64R,2024,0.0,370
5YJ3E1EAXP,2023,0.0,194
5YJ3E1EAXP,2023,0.0,580
1C4RJYB67P,2023,0.0,371
JM1DRADB6P,2023,0.0,372
YV4ER3XM4R,2024,0.0,373
1G1FZ6S06P,2023,0.0,374
1G1FZ6S06P,2023,0.0,572
KNDPZDAH5P,2023,0.0,375
5YJSA1E62P,2023,0.0,223
5YJSA1E62P,2023,0.0,376
YSMED3KA5P,2023,0.0,377
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
7SAYGDED7R,2024,0.0,360
7SAYGDED7R,2024,0.0,378
KNDPYDDH8R,2024,0.0,29
KNDPYDDH8R,2024,0.0,379
KMHM34AC0P,2023,0.0,380
7SAYGDEE8R,2024,0.0,381
1C4RJXP65R,2024,0.0,382
KNDRMDLH8P,2023,0.0,383
7SAYGDEE0R,2024,0.0,48
7SAYGDEE0R,2024,0.0,258
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
3GNKDBRJ7R,2024,0.0,384
3FMTK3SUXP,2023,0.0,385
KM8KNDAF8P,2023,0.0,386
7SAYGAEE3P,2023,0.0,124
7SAYGAEE3P,2023,0.0,722
7SAYGDEE4P,2023,0.0,47
7SAYGDEE4P,2023,0.0,80
1V2WNPE80P,2023,0.0,387
KNDC3DLC9R,2024,0.0,388
KNDC3DLC9R,2024,0.0,680
WA1E2AFY4P,2023,0.0,389
KM8JBDD21R,2024,0.0,390
1C4JJXR66P,2023,0.0,391
JTMABABA6P,2023,0.0,218
W1KCG5FBXP,2023,0.0,392
7SAXCAE58P,2023,0.0,393
3GNKDCRJ3R,2024,0.0,394
3GNKDCRJ3R,2024,0.0,711
1FTVW1EV0P,2023,0.0,395
1V2WNPE83P,2023,0.0,348
1V2WNPE83P,2023,0.0,396
7SAYGAEE0R,2024,0.0,397
7SAYGAEE0R,2024,0.0,714
W1KEG5DB6P,2023,0.0,398
1G1FX6S09P,2023,0.0,399
1G1FX6S09P,2023,0.0,642
5UX43EU07R,2024,0.0,400
KM8KRDDF7R,2024,0.0,401
KM8KRDDF7R,2024,0.0,660
1C4JJXR6XP,2023,0.0,402
1C4JJXR6XP,2023,0.0,569
KNDCT3L11P,2023,0.0,403
7SAYGDEF1P,2023,0.0,90
7SAYGDEF1P,2023,0.0,404
KNDCR3L1XP,2023,0.0,106
KNDCR3L1XP,2023,0.0,405
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
3FMTK4SE6P,2023,0.0,406
7SAYGDEE0R,2024,0.0,48
7SAYGDEE0R,2024,0.0,258
5YJ3E1EA9P,2023,0.0,174
5YJ3E1EA9P,2023,0.0,364
5YJ3E1EA3P,2023,0.0,86
5YJ3E1EA3P,2023,0.0,355
5YJ3E1EA3P,2023,0.0,362
7SAXCBE63P,2023,0.0,407
7SAYGDEF4P,2023,0.0,408
7PDSGBBA9P,2023,0.0,409
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
7SAYGDEE8R,2024,0.0,381
WA1F2BFY8P,2023,0.0,410
5YJ3E1EA1R,2024,0.0,411
1FTVW3LKXR,2024,0.0,412
3FMTK4SE0P,2023,0.0,413
1C4JJXN60P,2023,0.0,414
1C4JJXN60P,2023,0.0,438
7SAXCBE65P,2023,0.0,415
5YJ3E1EA5R,2024,0.0,416
5YJ3E1EA5R,2024,0.0,538
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
1C4RJYB65R,2024,0.0,417
YV1H60EP9R,2024,0.0,418
1G1FY6S07P,2023,0.0,282
1G1FY6S07P,2023,0.0,308
2C4RC1S7XP,2023,0.0,419
7SAYGDEE4R,2024,0.0,220
7SAYGDEE4R,2024,0.0,506
7SAYGDEE4R,2024,0.0,543
WB523CF03R,2024,0.0,420
KM8KMDDF7R,2024,0.0,421
5UXTA6C03P,2023,0.0,422
7SAXCAE51P,2023,0.0,423
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
5YJ3E1EA4P,2023,0.0,138
5YJ3E1EA4P,2023,0.0,427
5YJ3E1EAXP,2023,0.0,194
5YJ3E1EAXP,2023,0.0,580
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
JA4T5VA95P,2023,0.0,425
7SAXCDE54R,2024,0.0,426
5YJ3E1EA4P,2023,0.0,138
5YJ3E1EA4P,2023,0.0,427
7PDSGABA1P,2023,0.0,232
7PDSGABA1P,2023,0.0,428
1C4RJXP60R,2024,0.0,144
JTMEB3FV4R,2024,0.0,209
WAUCJBFW4P,2023,0.0,429
1C4JJXP66P,2023,0.0,132
1G1FW6S0XP,2023,0.0,327
1G1FW6S0XP,2023,0.0,430
7PDSGABA9P,2023,0.0,431
1C4JJXR6XP,2023,0.0,402
1C4JJXR6XP,2023,0.0,569
JTJCJMGA7R,2024,0.0,26
JTJCJMGA7R,2024,0.0,432
7PDSGABA7P,2023,0.0,238
YV4H60CX1P,2023,0.0,433
7SAYGDEE8R,2024,0.0,381
1C4JJXR68P,2023,0.0,434
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
JA4T5UA94P,2023,0.0,435
WB523CF08R,2024,0.0,436
7SAYGAEE0P,2023,0.0,309
KNDCT3L16R,2024,0.0,437
1C4JJXN60P,2023,0.0,414
1C4JJXN60P,2023,0.0,438
7SAYGDEE0R,2024,0.0,48
7SAYGDEE0R,2024,0.0,258
7SAYGDEEXP,2023,0.0,101
7SAYGDEEXP,2023,0.0,107
7SAYGDEEXP,2023,0.0,439
7SAYGDEE5P,2023,0.0,16
7SAYGDEE5P,2023,0.0,40
7SAYGDEE5P,2023,0.0,460
7SAXCAE56P,2023,0.0,440
WA16ABGEXR,2024,0.0,441
1C4RJYB68P,2023,0.0,442
5YJ3E1EA3P,2023,0.0,86
5YJ3E1EA3P,2023,0.0,355
5YJ3E1EA3P,2023,0.0,362
7FCTGBAA3P,2023,0.0,443
7SAYGDEF5P,2023,0.0,247
WBY73AW06P,2023,0.0,444
JM3KKEHA3R,2024,0.0,445
3MW39FF01P,2023,0.0,446
3FMTK3SU6P,2023,0.0,274
7SAYGDEF7R,2024,0.0,104
WBY13HG00S,2025,0.0,447
JTMABABA8P,2023,0.0,74
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
5YJ3E1EC8P,2023,0.0,448
JTMAB3FV3R,2024,0.0,449
1G1FZ6S01P,2023,0.0,450
7SAYGDEE4R,2024,0.0,220
7SAYGDEE4R,2024,0.0,506
7SAYGDEE4R,2024,0.0,543
1V2WSPE81R,2024,0.0,451
JTJAAAAB5P,2023,0.0,452
3GNKDBRJ9R,2024,0.0,453
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
WBY53EJ08R,2024,0.0,454
7SAYGDEDXR,2024,0.0,272
WBY43FK01R,2024,0.0,455
1V2GNPE80P,2023,0.0,456
2C4RC1S76P,2023,0.0,457
WP0AA2Y15R,2024,0.0,458
KNDRMDLHXP,2023,0.0,459
7SAYGDEE5P,2023,0.0,16
7SAYGDEE5P,2023,0.0,40
7SAYGDEE5P,2023,0.0,460
1C4JJXN62P,2023,0.0,461
7SAYGDEF7P,2023,0.0,462
7SAYGDEF7P,2023,0.0,469
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
5YJSA1E50P,2023,0.0,197
5YJSA1E50P,2023,0.0,463
1C4JJXP66P,2023,0.0,132
1V2VMPE85P,2023,0.0,464
1C4RJXN65R,2024,0.0,72
1C4RJXN65R,2024,0.0,252
1C4RJXN65R,2024,0.0,465
1G1FY6S06P,2023,0.0,466
7SAYGDEE5P,2023,0.0,16
7SAYGDEE5P,2023,0.0,40
7SAYGDEE5P,2023,0.0,460
7SAXCDE55P,2023,0.0,467
7SAYGDEE1P,2023,0.0,43
7SAYGDEE1P,2023,0.0,64
1C4RJXR69R,2024,0.0,468
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
7SAYGAEE4P,2023,0.0,34
7SAYGAEE4P,2023,0.0,95
7SAYGAEE4P,2023,0.0,125
7SAYGDEF7P,2023,0.0,462
7SAYGDEF7P,2023,0.0,469
KNDPZDAH9P,2023,0.0,470
KNDPYDAH8P,2023,0.0,471
KNDPYDAH8P,2023,0.0,511
WAUFJBFW2R,2024,0.0,472
5UX43EU00R,2024,0.0,473
KM8K23AG1P,2023,0.0,474
7SAYGDEE7P,2023,0.0,55
7SAYGDEE7P,2023,0.0,62
7SAYGDEE7P,2023,0.0,103
7SAYGDEE7P,2023,0.0,687
1FT6W1EV5P,2023,0.0,475
1G1FZ6S0XP,2023,0.0,476
2C4RC1L72P,2023,0.0,477
1C4RJYB62P,2023,0.0,71
7SAYGDEE2R,2024,0.0,68
7SAYGDEE2R,2024,0.0,135
7SAYGDEE2R,2024,0.0,344
WB533CF01P,2023,0.0,478
1G1FX6S08P,2023,0.0,157
7SAYGDEE3R,2024,0.0,119
7SAYGDEE3R,2024,0.0,160
7SAYGDEE3R,2024,0.0,321
7SAYGDEE1P,2023,0.0,43
7SAYGDEE1P,2023,0.0,64
7SAYGDEF2R,2024,0.0,479
7SAYGDEE9P,2023,0.0,191
7SAYGDEE9P,2023,0.0,236
7SAYGDEE9P,2023,0.0,611
KM8KRDDF1R,2024,0.0,480
5YJ3E1EA4P,2023,0.0,138
5YJ3E1EA4P,2023,0.0,427
1C4RJYB69P,2023,0.0,481
W1N9M0KB7P,2023,0.0,482
1N4AZ1BV1P,2023,0.0,45
7SAYGDEE2R,2024,0.0,68
7SAYGDEE2R,2024,0.0,135
7SAYGDEE2R,2024,0.0,344
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
5UX43EU06R,2024,0.0,32
5UX43EU06R,2024,0.0,483
3FMTK4SE4P,2023,0.0,484
KNDCT3L14R,2024,0.0,485
7SAYGDEE8P,2023,0.0,92
7SAYGDEE8P,2023,0.0,486
7SAYGDEE8P,2023,0.0,536
KNDC3DLC2R,2024,0.0,487
JTMCB3FV7P,2023,0.0,488
VCF1UBU28P,2023,0.0,489
5YJ3E1EAXP,2023,0.0,194
5YJ3E1EAXP,2023,0.0,580
KM8K23AG8P,2023,0.0,222
7SAYGAEE9R,2024,0.0,490
KNDAEFS59R,2024,0.0,491
4JGGM1CB2P,2023,0.0,492
KMHM54AC6R,2024,0.0,493
WBY43AW06R,2024,0.0,494
5YJ3E1EA4P,2023,0.0,138
5YJ3E1EA4P,2023,0.0,427
5YJ3E1EC1P,2023,0.0,151
YV4H60DW6P,2023,0.0,495
1N4AZ1BV2R,2024,0.0,496
50EA1TEA1R,2024,0.0,497
KNDCT3L12P,2023,0.0,498
7SAYGDED5P,2023,0.0,499
JTMABABA2R,2024,0.0,500
1C4JJXP6XP,2023,0.0,94
7SAYGDEEXP,2023,0.0,101
7SAYGDEEXP,2023,0.0,107
7SAYGDEEXP,2023,0.0,439
1C4JJXR65P,2023,0.0,501
5YJ3E1EA1R,2024,0.0,411
7SAXCAE55P,2023,0.0,502
1V2VMPE83P,2023,0.0,503
1G1FZ6S09P,2023,0.0,504
1C4JJXN66P,2023,0.0,505
7SAYGDEE4R,2024,0.0,220
7SAYGDEE4R,2024,0.0,506
7SAYGDEE4R,2024,0.0,543
WBY33AW0XP,2023,0.0,507
3FMTK3SU9P,2023,0.0,508
YV4H60CV4P,2023,0.0,509
7PDSGABA3P,2023,0.0,510
7PDSGABA3P,2023,0.0,692
KNDPYDAH8P,2023,0.0,471
KNDPYDAH8P,2023,0.0,511
7FCTGAAA4P,2023,0.0,512
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
5UX43EU03R,2024,0.0,513
5UXTA6C09P,2023,0.0,514
KM8KNDDF2R,2024,0.0,515
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
JTJAAAAB1P,2023,0.0,516
7SAYGAEE7R,2024,0.0,53
7SAYGAEE7R,2024,0.0,65
7SAYGAEE7R,2024,0.0,601
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
1C4JJXP68P,2023,0.0,517
7SAYGDED0P,2023,0.0,518
5YJ3E1EA2P,2023,0.0,195
5YJ3E1EA1P,2023,0.0,113
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
7SAYGAEE4P,2023,0.0,34
7SAYGAEE4P,2023,0.0,95
7SAYGAEE4P,2023,0.0,125
1C4JJXP6XP,2023,0.0,94
5YJSA1E59P,2023,0.0,519
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
5YJ3E1EA0P,2023,0.0,58
5YJ3E1EA0P,2023,0.0,520
1C4JJXN61P,2023,0.0,200
7SAYGAEE2P,2023,0.0,246
7SAYGAEE2P,2023,0.0,331
5YJ3E1EB0P,2023,0.0,33
5YJ3E1EB0P,2023,0.0,82
5YJ3E1EB0P,2023,0.0,521
1N4AZ1BV6P,2023,0.0,522
YV4ED3UM0P,2023,0.0,523
3FMTK3SU1P,2023,0.0,524
7SAXCBE56P,2023,0.0,165
JN1BF0BA5R,2024,0.0,525
7SAYGAEE7R,2024,0.0,53
7SAYGAEE7R,2024,0.0,65
7SAYGAEE7R,2024,0.0,601
5YJ3E1EAXP,2023,0.0,194
5YJ3E1EAXP,2023,0.0,580
7SAYGDEE9P,2023,0.0,191
7SAYGDEE9P,2023,0.0,236
7SAYGDEE9P,2023,0.0,611
3MW39FF00P,2023,0.0,526
2C4RC1S71R,2024,0.0,527
7SAYGDEE5P,2023,0.0,16
7SAYGDEE5P,2023,0.0,40
7SAYGDEE5P,2023,0.0,460
KNDPZDDH0R,2024,0.0,528
7SAXCBE67P,2023,0.0,529
7SAYGDEE7P,2023,0.0,55
7SAYGDEE7P,2023,0.0,62
7SAYGDEE7P,2023,0.0,103
7SAYGDEE7P,2023,0.0,687
1V2GNPE89P,2023,0.0,530
1G1FX6S06P,2023,0.0,277
1G1FX6S06P,2023,0.0,531
3FMTK3R48P,2023,0.0,532
JTMABABAXR,2024,0.0,281
JTMABABAXR,2024,0.0,352
5UXTA6C06P,2023,0.0,533
5UXTA6C06P,2023,0.0,679
5YJ3E1EB1R,2024,0.0,24
5YJ3E1EB1R,2024,0.0,534
7FCTGBAA0R,2024,0.0,535
5YJ3E1EA3P,2023,0.0,86
5YJ3E1EA3P,2023,0.0,355
5YJ3E1EA3P,2023,0.0,362
7SAYGDEE8P,2023,0.0,92
7SAYGDEE8P,2023,0.0,486
7SAYGDEE8P,2023,0.0,536
5YJSA1E5XP,2023,0.0,537
5YJ3E1EA5R,2024,0.0,416
5YJ3E1EA5R,2024,0.0,538
7SAYGDEE3P,2023,0.0,70
7SAYGDEE3P,2023,0.0,351
JA4T5UA91P,2023,0.0,539
5YJ3E1EA3P,2023,0.0,86
5YJ3E1EA3P,2023,0.0,355
5YJ3E1EA3P,2023,0.0,362
JM3KKBHA2R,2024,0.0,540
1V2CMPE89P,2023,0.0,541
7SAYGDEE8P,2023,0.0,92
7SAYGDEE8P,2023,0.0,486
7SAYGDEE8P,2023,0.0,536
50EA1TEA6P,2023,0.0,542
JM3KKDHA9R,2024,0.0,109
7SAYGDEE1P,2023,0.0,43
7SAYGDEE1P,2023,0.0,64
7SAYGDEE4R,2024,0.0,220
7SAYGDEE4R,2024,0.0,506
7SAYGDEE4R,2024,0.0,543
3FMTK3SU0P,2023,0.0,544
3FMTK3SU0P,2023,0.0,650
1C4JJXP62P,2023,0.0,545
JTMAB3FVXP,2023,0.0,546
7PDSGBBA7P,2023,0.0,547
3FMTK4SE2P,2023,0.0,548
7SAYGAEE6P,2023,0.0,115
7PDSGABLXR,2024,0.0,549
3FMTK3SU2P,2023,0.0,550
YSMED3KAXP,2023,0.0,551
7SAYGDEE7P,2023,0.0,55
7SAYGDEE7P,2023,0.0,62
7SAYGDEE7P,2023,0.0,103
7SAYGDEE7P,2023,0.0,687
5YJ3E1EA1P,2023,0.0,113
7SAYGDEE3R,2024,0.0,119
7SAYGDEE3R,2024,0.0,160
7SAYGDEE3R,2024,0.0,321
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
1C4JJXP66P,2023,0.0,132
50EA1TEA2P,2023,0.0,552
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
WP0AB2Y15R,2024,0.0,553
KNDC4DLC0P,2023,0.0,11
KNDC4DLC0P,2023,0.0,554
KNDAFFS59R,2024,0.0,555
5YJ3E1EB8R,2024,0.0,556
7SAYGDEE8P,2023,0.0,92
7SAYGDEE8P,2023,0.0,486
7SAYGDEE8P,2023,0.0,536
7SAYGDEF4P,2023,0.0,408
KNDC3DLC4R,2024,0.0,21
KNDC3DLC4R,2024,0.0,557
7PDSGABL8P,2023,0.0,558
7SAXCDE55R,2024,0.0,559
7SAYGDEE5P,2023,0.0,16
7SAYGDEE5P,2023,0.0,40
7SAYGDEE5P,2023,0.0,460
7SAYGDEE6P,2023,0.0,142
7SAYGDEE6P,2023,0.0,182
7SAYGDEE6P,2023,0.0,367
4JGDM2EB2P,2023,0.0,560
7SAYGDEE7P,2023,0.0,55
7SAYGDEE7P,2023,0.0,62
7SAYGDEE7P,2023,0.0,103
7SAYGDEE7P,2023,0.0,687
7SAYGDEF3P,2023,0.0,128
1C4JJXN62P,2023,0.0,461
5YJ3E1ET2R,2024,0.0,561
7SAYGAEE3R,2024,0.0,303
7SAYGAEE3R,2024,0.0,562
KNDADFS55R,2024,0.0,563
KM8KRDDF2R,2024,0.0,564
5YJSA1E63P,2023,0.0,565
1FTVW1ELXP,2023,0.0,566
KNDC3DLC6P,2023,0.0,358
JA4T5UA93P,2023,0.0,567
WP0BB2Y1XR,2024,0.0,568
1C4JJXR6XP,2023,0.0,402
1C4JJXR6XP,2023,0.0,569
1C4RJYB6XP,2023,0.0,570
1C4RJYB6XP,2023,0.0,657
ZACPDFDW0R,2024,0.0,571
1G1FZ6S06P,2023,0.0,374
1G1FZ6S06P,2023,0.0,572
7SAYGDEE5R,2024,0.0,162
7SAYGDEE5R,2024,0.0,301
7SAYGDEF2P,2023,0.0,271
1C4JJXN65P,2023,0.0,573
1G1FZ6S00P,2023,0.0,323
1G1FZ6S00P,2023,0.0,574
5YJ3E1EB4P,2023,0.0,575
5YJ3E1EB7P,2023,0.0,576
7SAYGDEE0R,2024,0.0,48
7SAYGDEE0R,2024,0.0,258
KM8K23AG2P,2023,0.0,577
KM8K53AG9P,2023,0.0,578
7SAYGDEE5P,2023,0.0,16
7SAYGDEE5P,2023,0.0,40
7SAYGDEE5P,2023,0.0,460
1C4JJXN68P,2023,0.0,342
4JGGM1CB8P,2023,0.0,579
7SAYGDEE6P,2023,0.0,142
7SAYGDEE6P,2023,0.0,182
7SAYGDEE6P,2023,0.0,367
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
7SAYGDEE9P,2023,0.0,191
7SAYGDEE9P,2023,0.0,236
7SAYGDEE9P,2023,0.0,611
5YJ3E1EAXP,2023,0.0,194
5YJ3E1EAXP,2023,0.0,580
WBY83FB04R,2024,0.0,581
7SAYGDEE7P,2023,0.0,55
7SAYGDEE7P,2023,0.0,62
7SAYGDEE7P,2023,0.0,103
7SAYGDEE7P,2023,0.0,687
1G1FZ6S08P,2023,0.0,298
7SAYGDEE9P,2023,0.0,191
7SAYGDEE9P,2023,0.0,236
7SAYGDEE9P,2023,0.0,611
1C4RJXP69R,2024,0.0,582
7SAYGDEF8P,2023,0.0,121
7SAYGDEF8P,2023,0.0,583
1C4RJXP69R,2024,0.0,582
1G1FY6S01P,2023,0.0,584
1C4RJXN60R,2024,0.0,585
7SAYGDEEXP,2023,0.0,101
7SAYGDEEXP,2023,0.0,107
7SAYGDEEXP,2023,0.0,439
7SAYGAEE2P,2023,0.0,246
7SAYGAEE2P,2023,0.0,331
7FCTGBAA2P,2023,0.0,586
KM8KRDAF6P,2023,0.0,587
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
KM8K23AG8P,2023,0.0,222
KNDC34LAXR,2024,0.0,588
7SAYGAEE8P,2023,0.0,69
WB523CF08R,2024,0.0,436
1C4JJXN62P,2023,0.0,461
1G1FZ6S03P,2023,0.0,84
JTMABABA0P,2023,0.0,589
7SAYGDEE4P,2023,0.0,47
7SAYGDEE4P,2023,0.0,80
7SAXCBE53P,2023,0.0,590
JTJKKCFZ6R,2024,0.0,591
1C4JJXP64P,2023,0.0,592
1C4JJXP63P,2023,0.0,120
1C4RJXP63R,2024,0.0,593
KM8KRDDF2R,2024,0.0,564
1C4JJXR64P,2023,0.0,44
JTMABACA3R,2024,0.0,594
5YJ3E1EA9P,2023,0.0,174
5YJ3E1EA9P,2023,0.0,364
KM8JFDD23R,2024,0.0,595
1G1FX6S00P,2023,0.0,229
5YJ3E1EA8P,2023,0.0,114
7SAXCAE58P,2023,0.0,393
1C4JJXR67P,2023,0.0,596
7SAYGAEE8R,2024,0.0,597
2C4RC1N73P,2023,0.0,598
1N4AZ1BV8P,2023,0.0,599
7SAYGAEE1R,2024,0.0,235
7SAYGAEE1R,2024,0.0,600
7SAYGAEE7R,2024,0.0,53
7SAYGAEE7R,2024,0.0,65
7SAYGAEE7R,2024,0.0,601
JTJHKCFZ2R,2024,0.0,602
KM8HC3A68R,2024,0.0,603
7SAYGDEE7P,2023,0.0,55
7SAYGDEE7P,2023,0.0,62
7SAYGDEE7P,2023,0.0,103
7SAYGDEE7P,2023,0.0,687
7SAXCDE50P,2023,0.0,604
KNDAFFS57R,2024,0.0,605
7SAYGDEE8P,2023,0.0,92
7SAYGDEE8P,2023,0.0,486
7SAYGDEE8P,2023,0.0,536
7SAYGDEEXR,2024,0.0,126
7SAYGDEEXR,2024,0.0,647
7SAYGDEE2R,2024,0.0,68
7SAYGDEE2R,2024,0.0,135
7SAYGDEE2R,2024,0.0,344
KM8KNDAF9P,2023,0.0,606
KNDCR3L14R,2024,0.0,607
3GPKHXRJ7R,2024,0.0,608
1V2HMPE83P,2023,0.0,609
1V2GNPE8XP,2023,0.0,610
YSMET3KA1P,2023,0.0,211
7SAYGDEE9P,2023,0.0,191
7SAYGDEE9P,2023,0.0,236
7SAYGDEE9P,2023,0.0,611
1C4JJXN6XP,2023,0.0,612
5YJ3E1EC6P,2023,0.0,613
1C4JJXN63P,2023,0.0,75
5UX43EU02R,2024,0.0,614
1C4JJXP66P,2023,0.0,132
YV1H60EP5R,2024,0.0,615
7SAYGDEE6P,2023,0.0,142
7SAYGDEE6P,2023,0.0,182
7SAYGDEE6P,2023,0.0,367
JTMABABA8R,2024,0.0,616
7PDSGBBA1P,2023,0.0,617
7SAYGDEE3R,2024,0.0,119
7SAYGDEE3R,2024,0.0,160
7SAYGDEE3R,2024,0.0,321
5YJ3E1EA7P,2023,0.0,153
5YJ3E1EA7P,2023,0.0,618
WBY33AW05R,2024,0.0,619
JTMAB3FV7R,2024,0.0,620
1C4JJXN68P,2023,0.0,342
1G1FY6S09P,2023,0.0,621
5YJ3E1EB5R,2024,0.0,622
1C4JJXN62P,2023,0.0,461
7SAYGAEE0R,2024,0.0,397
7SAYGAEE0R,2024,0.0,714
WBY33AW09R,2024,0.0,356
1GYKPWRL0R,2024,0.0,623
1C4JJXP61P,2023,0.0,315
1C4JJXP61P,2023,0.0,688
JN1BF0BAXP,2023,0.0,624
KNDPZDAH6P,2023,0.0,625
3GN7DLRR4R,2024,0.0,626
7SAYGDEE9R,2024,0.0,27
7SAYGDEE9R,2024,0.0,227
WB523CF03R,2024,0.0,420
1N4AZ1BV0P,2023,0.0,627
7FCTGBAA0P,2023,0.0,628
1G1FY6S05P,2023,0.0,629
KNDCT3L13P,2023,0.0,630
1FT6W1EV2P,2023,0.0,631
1C4RJXP68R,2024,0.0,632
3FMTK4SX2P,2023,0.0,633
1C4RJYB66P,2023,0.0,634
7PDSGABA8P,2023,0.0,635
5YJ3E1EB3R,2024,0.0,636
5YJ3E1EA9P,2023,0.0,174
5YJ3E1EA9P,2023,0.0,364
1C4JJXP64P,2023,0.0,592
7SAYGAEE6R,2024,0.0,105
7SAYGAEE6R,2024,0.0,637
KNDAFFS55R,2024,0.0,638
YV4H60DL1R,2024,0.0,639
WBY73AW05P,2023,0.0,640
5YJ3E1EB8P,2023,0.0,641
1G1FX6S09P,2023,0.0,399
1G1FX6S09P,2023,0.0,642
5YJ3E1EA0P,2023,0.0,58
5YJ3E1EA0P,2023,0.0,520
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
KM8KRDAF2P,2023,0.0,42
KM8KRDAF2P,2023,0.0,643
5YJ3E1EA9R,2024,0.0,644
5YJ3E1EA9R,2024,0.0,697
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
5YJ3E1EA3P,2023,0.0,86
5YJ3E1EA3P,2023,0.0,355
5YJ3E1EA3P,2023,0.0,362
7SAYGDEF6R,2024,0.0,645
7SAYGDEF6R,2024,0.0,668
WA15AAGE9R,2024,0.0,646
7SAYGDEEXR,2024,0.0,126
7SAYGDEEXR,2024,0.0,647
5YJ3E1EA4P,2023,0.0,138
5YJ3E1EA4P,2023,0.0,427
1N4CZ1CV3P,2023,0.0,648
1V2CMPE86P,2023,0.0,649
7SAYGAEE8P,2023,0.0,69
3FMTK3SU0P,2023,0.0,544
3FMTK3SU0P,2023,0.0,650
1C4RJXR68R,2024,0.0,651
1C4RJYE63P,2023,0.0,652
KNDC4DLC7P,2023,0.0,653
3FMTK1SS3P,2023,0.0,654
1G1FY6S08P,2023,0.0,655
YSMET3KA9P,2023,0.0,656
1C4RJYB6XP,2023,0.0,570
1C4RJYB6XP,2023,0.0,657
4W5KHNRL1R,2024,0.0,658
JM3KKEHA0R,2024,0.0,659
KM8KRDDF7R,2024,0.0,401
KM8KRDDF7R,2024,0.0,660
7SAYGDEE0P,2023,0.0,112
7SAYGDEE0P,2023,0.0,341
1G1FY6S01P,2023,0.0,584
1G1FY6S04P,2023,0.0,19
1G1FY6S04P,2023,0.0,661
WA1DAAGEXR,2024,0.0,662
7SAYGDEE0R,2024,0.0,48
7SAYGDEE0R,2024,0.0,258
7SAYGDEE4P,2023,0.0,47
7SAYGDEE4P,2023,0.0,80
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
WB523CF04R,2024,0.0,664
7SAYGDEE4P,2023,0.0,47
7SAYGDEE4P,2023,0.0,80
7SAYGDEE1R,2024,0.0,339
5YJ3E1EA6P,2023,0.0,102
5YJ3E1EA6P,2023,0.0,424
5YJ3E1EA6P,2023,0.0,665
7SAYGDEE2P,2023,0.0,77
7SAYGDEE2P,2023,0.0,183
7SAYGDEE2P,2023,0.0,663
5YJ3E1EA7P,2023,0.0,153
5YJ3E1EA7P,2023,0.0,618
7SAYGDEE0P,2023,0.0,112
